file_name,nose_x,nose_y,nose_score,left_eye_x,left_eye_y,left_eye_score,right_eye_x,right_eye_y,right_eye_score,left_ear_x,left_ear_y,left_ear_score,right_ear_x,right_ear_y,right_ear_score,left_shoulder_x,left_shoulder_y,left_shoulder_score,right_shoulder_x,right_shoulder_y,right_shoulder_score,left_elbow_x,left_elbow_y,left_elbow_score,right_elbow_x,right_elbow_y,right_elbow_score,left_wrist_x,left_wrist_y,left_wrist_score,right_wrist_x,right_wrist_y,right_wrist_score,left_hip_x,left_hip_y,left_hip_score,right_hip_x,right_hip_y,right_hip_score,left_knee_x,left_knee_y,left_knee_score,right_knee_x,right_knee_y,right_knee_score,left_ankle_x,left_ankle_y,left_ankle_score,right_ankle_x,right_ankle_y,right_ankle_score,class_no,class_name
23_63,484.93002,315.652,0.72512203,484.84064,308.8405,0.6357359,485.632,310.85406,0.8159685,464.24036,293.74014,0.8129091,478.32288,309.65594,0.84007263,429.9001,295.45486,0.69429815,464.74515,335.79984,0.70660037,405.87308,311.1494,0.5002481,467.7305,372.39575,0.63643086,418.53558,329.31183,0.32961452,473.79572,392.5163,0.59065235,391.91125,358.90887,0.593791,413.21863,374.71634,0.51259613,419.6907,370.79965,0.26254594,455.41937,387.5842,0.5473299,397.06802,385.45416,0.25061724,411.93692,408.2674,0.4530997,0,stand
10_10,1043.6566,166.66579,0.7125405,1037.2494,155.0429,0.8247827,1042.1165,149.47874,0.47626084,1047.7686,151.2191,0.91270924,1095.937,131.58469,0.8368486,1067.1578,226.67632,0.7434324,1164.93,186.23457,0.7227536,1090.656,329.71265,0.7713027,1200.1254,268.37042,0.71259654,1103.7234,401.45584,0.79970384,1196.0977,329.538,0.5966343,1141.4425,401.36163,0.7055134,1193.6097,387.02966,0.71650267,1145.4261,492.7069,0.7774757,1202.8296,477.09164,0.80905265,1148.1431,571.0504,0.8866463,1226.3916,555.4177,0.9008187,0,stand
22_32,962.5921,255.40509,0.84855926,968.8829,252.94058,0.88556266,962.00653,249.1911,0.8883498,978.9779,256.1565,0.9745784,958.2222,244.78146,0.85634863,978.1786,286.62604,0.8005835,939.3707,257.19888,0.76620054,968.0987,316.5703,0.72672194,922.43896,277.16437,0.7195979,939.87494,319.61548,0.64499867,919.8487,300.84,0.6308594,937.4575,338.46088,0.7290718,914.9305,325.31448,0.7156175,922.4315,377.8428,0.7121515,894.30286,354.71716,0.72553384,909.26886,400.32672,0.68245506,898.65924,383.4633,0.7042453,0,stand
03_81,610.72015,279.2603,0.88796765,604.294,279.26117,0.888839,603.2327,283.55576,0.89872205,599.8747,284.48245,0.7542389,602.17523,302.85056,0.9123877,640.63806,284.54117,0.8129623,640.6543,318.835,0.82921976,677.98224,271.5402,0.66608036,686.6083,303.73206,0.72270507,699.4026,257.61185,0.6629871,713.3729,273.7245,0.70800936,733.661,281.15848,0.64378774,735.84674,302.62537,0.68718725,785.15076,239.45613,0.7172303,785.23474,245.96718,0.80121934,842.9726,272.641,0.6956797,814.1101,299.47955,0.7549132,1,mandown
22_35,758.00775,189.35587,0.8415194,762.31195,187.43636,0.7891057,759.81604,185.56282,0.78266764,774.1404,192.4188,0.79261416,773.93677,188.48099,0.58899796,764.7515,215.39294,0.73921573,767.75616,210.3068,0.63199306,754.0627,242.66849,0.6306361,748.3618,231.9887,0.53106457,730.8919,236.92395,0.4873766,732.0784,233.75394,0.42920294,741.6497,269.46463,0.6650075,744.6946,268.77527,0.59802306,721.0798,299.92874,0.6331478,750.3785,301.22095,0.6806263,702.37476,332.25775,0.5991349,760.27466,334.14462,0.618889,0,stand
23_35,765.2498,226.91646,0.24979146,773.6147,206.11473,0.28138942,756.92035,214.42036,0.25368664,794.43964,201.9396,0.2729382,748.5698,201.9032,0.23653284,806.88794,247.72125,0.22125873,727.6827,243.51602,0.18267813,777.78485,281.1182,0.28485662,752.7316,276.89832,0.23165698,765.25793,289.42456,0.2579051,752.71045,285.21045,0.21046063,765.23975,314.4064,0.23973675,731.895,318.56168,0.22833487,748.4458,372.61246,0.11245775,723.446,376.77933,0.11267168,760.949,430.949,0.11564799,740.12573,430.9591,0.12575428,0,stand
20_36,781.91223,218.57887,0.24552828,819.42584,185.25919,0.2591834,761.087,176.92036,0.25369123,852.7117,206.04501,0.21167354,706.8562,172.6895,0.18949655,956.80493,343.4716,0.13825718,590.0776,280.91092,0.077561416,1044.2518,372.58514,0.08515024,556.7467,360.08002,0.080015644,1090.023,272.52298,0.02298014,360.89407,560.0607,0.0607394,777.60516,597.60516,0.105149,640.1189,472.6189,0.11888782,381.72137,547.5547,0.054709293,381.76465,530.9313,0.097990856,294.2059,614.20593,0.03925534,290.03232,610.0323,0.032309975,0,stand
19_11,450.04483,207.31596,0.67344975,454.07718,202.51901,0.63073194,450.00647,202.52339,0.63511443,468.35968,199.14287,0.6504841,462.0505,192.83371,0.45393324,490.71637,217.4245,0.59430796,469.59842,199.02325,0.5308708,507.6785,247.9702,0.576989,471.4263,230.0558,0.32122177,520.58124,273.0981,0.57532096,463.9323,258.55826,0.29818124,488.7268,265.69412,0.64228463,479.8149,259.49893,0.5596856,464.9739,299.67136,0.6606182,492.076,288.73947,0.59557974,449.3016,337.65414,0.60940784,505.1045,315.35153,0.7196984,0,stand
05_11,1198.4535,-36.385582,0.24219395,1195.1478,-36.389847,0.23793016,1198.4537,-36.385395,0.24238092,1206.3109,-36.451565,0.17621307,1185.3217,-36.31191,0.3158682,1221.2878,4.276166,0.62691104,1153.9784,3.6549475,0.66597176,1221.3713,30.770912,0.7104896,1149.4052,49.923225,0.71470755,1221.4072,69.102905,0.7462838,1164.0001,100.83354,0.7835229,1188.9164,90.75506,0.60922945,1148.6632,88.79803,0.6330331,1187.6958,159.52408,0.70920604,1128.2926,151.62277,0.7312475,1191.7267,217.69783,0.7783969,1102.6168,201.21867,0.8062191,0,stand
33_01,586.47754,228.524,0.52832985,593.146,215.39493,0.5975807,566.6565,214.20224,0.50473905,598.81067,219.95981,0.7630117,547.0532,215.49635,0.6990049,623.0822,272.82767,0.83757544,520.6776,257.31207,0.7200192,591.0899,303.5274,0.7412349,469.07037,263.9974,0.8062123,523.9445,223.18369,0.68732053,523.8224,232.96028,0.5651712,587.81177,424.5335,0.76268363,522.89325,412.40823,0.7359104,601.0337,487.2491,0.7862834,434.99628,426.7983,0.82779294,476.5121,517.8078,0.54888093,518.2389,515.5402,0.48099998,2,cross
28_69,1468.1218,646.3882,0.79733896,1472.8699,648.3129,0.84004736,1471.9323,647.3755,0.8436322,1475.6903,661.48517,0.83745354,1474.5732,653.78064,0.66140187,1450.2363,661.43964,0.79191446,1444.5172,656.66156,0.7191699,1410.6008,656.6231,0.6807246,1402.923,646.1221,0.5312381,1396.4684,639.6675,0.66406775,1401.8921,641.327,0.44145876,1372.9108,670.691,0.6327815,1371.9229,666.87994,0.58595765,1332.572,617.17755,0.759372,1321.1179,633.955,0.59788287,1311.7347,667.8605,0.62539995,1255.1891,664.95496,0.54300857,1,mandown
34_21,565.2525,220.92107,0.80196124,562.0654,213.14455,0.6745137,557.5921,215.55542,0.7906636,510.62747,216.7799,0.48533162,541.4373,227.70221,0.69892406,510.74042,242.89969,0.59827197,552.74994,270.37598,0.5379019,546.5148,198.35876,0.4219667,595.043,229.2942,0.76111734,567.2014,172.38606,0.45612115,572.8166,174.17676,0.7169959,574.91907,326.96594,0.5247114,573.39575,368.27737,0.5311594,615.5392,274.26733,0.6047185,648.27466,362.8411,0.4492306,655.31134,326.27808,0.60177404,666.5763,349.01657,0.39303726,2,cross
02_59,1279.8663,103.16244,0.58164436,1281.166,96.65137,0.5795051,1282.477,99.26412,0.5886938,1283.7262,109.625824,0.53609467,1277.2023,112.214424,0.52112776,1282.3734,165.55167,0.4851062,1283.6777,162.95065,0.4876646,1279.9061,232.07916,0.621482,1277.181,217.63786,0.49982798,1260.4258,262.06665,0.6678631,1258.9672,259.30615,0.5109461,1277.1063,250.10788,0.42519373,1275.7872,248.78879,0.40788788,1262.9279,301.0188,0.56641585,1260.2428,298.33365,0.4848347,1221.4343,375.38428,0.73003286,1221.3147,375.2646,0.6103504,0,stand
52_08,1355.6866,249.50038,0.43744892,1277.3287,235.51622,0.44759995,1355.7417,238.36,0.49252948,1238.5042,73.54179,0.8070791,1297.0776,165.70161,0.6045134,1126.5244,81.91311,0.7818185,1246.865,188.25937,0.7713758,947.16425,207.62875,0.5487335,1199.1292,417.61078,0.6161968,1031.3313,302.99127,0.75001436,1193.6694,437.34073,0.7541493,784.911,176.92192,0.62937534,857.6457,269.24866,0.5937178,726.2303,375.73636,0.7247069,785.0979,512.9721,0.8162725,533.1787,440.17996,0.79453135,558.35315,504.53848,0.7792649,1,mandown
36_15,785.4598,406.26328,0.88134086,797.2227,394.3289,0.7956127,794.3671,388.51114,0.90217626,794.2339,358.7562,0.768924,773.67804,358.93552,0.94825315,726.13574,305.4689,0.80062187,708.3772,397.3105,0.8150617,805.87537,423.7167,0.561782,797.3615,509.99213,0.9343833,873.90546,426.5791,0.46200943,909.8792,462.55286,0.88976693,497.8874,281.61002,0.6390755,465.24835,340.79813,0.58386165,382.4349,287.60635,0.7110706,311.31696,358.67236,0.68508744,272.87686,272.83762,0.753186,157.42953,349.9311,0.8303251,1,mandown
