file_name,nose_x,nose_y,nose_score,left_eye_x,left_eye_y,left_eye_score,right_eye_x,right_eye_y,right_eye_score,left_ear_x,left_ear_y,left_ear_score,right_ear_x,right_ear_y,right_ear_score,left_shoulder_x,left_shoulder_y,left_shoulder_score,right_shoulder_x,right_shoulder_y,right_shoulder_score,left_elbow_x,left_elbow_y,left_elbow_score,right_elbow_x,right_elbow_y,right_elbow_score,left_wrist_x,left_wrist_y,left_wrist_score,right_wrist_x,right_wrist_y,right_wrist_score,left_hip_x,left_hip_y,left_hip_score,right_hip_x,right_hip_y,right_hip_score,left_knee_x,left_knee_y,left_knee_score,right_knee_x,right_knee_y,right_knee_score,left_ankle_x,left_ankle_y,left_ankle_score,right_ankle_x,right_ankle_y,right_ankle_score,class_no,class_name
02_72,586.9563,305.1679,0.7757245,581.7691,309.3077,0.7701796,580.74445,310.35583,0.78193855,581.6362,321.61096,0.63734806,584.89624,323.83463,0.7883245,612.7543,325.78418,0.6652273,618.0006,307.1947,0.7298299,647.69305,291.28824,0.3684777,666.55646,276.98883,0.5777906,603.1383,279.89636,0.37629735,612.4358,280.90314,0.34674406,715.2667,298.75427,0.5801196,717.377,299.82822,0.6177418,759.81726,252.10703,0.5681181,765.17267,249.1717,0.74179965,803.4582,261.54886,0.6828799,805.51184,293.65628,0.6638334,1,mandown
02_73,586.4765,304.12857,0.7925598,581.26794,307.1921,0.7540563,581.2922,309.28433,0.7782629,582.16876,319.46695,0.62078816,584.4076,322.73978,0.79159796,613.23016,324.67816,0.66195583,618.47455,308.2083,0.7362614,649.1443,290.27954,0.38567325,666.9878,277.10275,0.6510069,605.7785,276.90002,0.44827747,616.09,276.8715,0.41974688,714.4866,298.75122,0.5852654,716.5972,300.86188,0.6278997,758.91974,252.19151,0.5560341,765.30383,250.3035,0.7360184,802.46936,261.61877,0.67717963,806.60345,293.6711,0.67520773,1,mandown
02_74,588.1756,305.88562,0.7836721,583.0116,308.95914,0.76810086,581.9975,311.03418,0.7837609,581.8389,321.17255,0.62515414,584.067,323.40063,0.7938669,613.803,324.30508,0.6686229,616.9566,312.01334,0.7332283,649.5267,288.97986,0.35303825,667.255,279.9361,0.5765408,604.2701,277.70316,0.40299094,612.47845,280.76312,0.37384534,713.5895,298.46878,0.574682,714.66284,301.60153,0.61835164,759.92914,252.13583,0.57803756,765.24115,249.21027,0.7415559,803.291,262.54745,0.6927271,805.3329,294.45056,0.6752542,1,mandown
02_75,586.1822,304.61847,0.7747904,581.0901,308.67078,0.7629088,580.08997,310.71872,0.7787905,581.9804,320.73758,0.63718307,584.1816,322.93872,0.80625874,613.5116,322.8034,0.6709353,616.616,312.69928,0.72722167,653.8409,288.96143,0.35844016,666.2618,278.01334,0.586821,604.1272,276.8414,0.43094823,612.2131,280.86313,0.38849178,714.015,298.33325,0.5858576,715.0715,301.42188,0.62633276,760.7397,250.5658,0.5725119,764.97437,247.68814,0.7429952,802.5315,262.89227,0.70643914,805.5555,297.41367,0.68230164,1,mandown
02_76,588.17633,304.12442,0.79260975,582.9991,307.18268,0.7625523,581.993,309.26498,0.78594524,581.8426,321.46796,0.6355596,585.08575,323.68164,0.7903576,612.7651,325.62482,0.674629,617.951,312.2807,0.7133291,645.3924,292.36755,0.35964465,666.2074,279.21075,0.58566964,604.3071,275.98904,0.45229447,620.65497,275.8657,0.32894558,712.5261,298.76395,0.5793674,715.66205,302.92926,0.62687796,758.844,252.43152,0.5720563,765.1896,249.51216,0.7410322,803.2276,262.84344,0.68951666,806.2886,295.75833,0.6621107,1,mandown
02_77,588.313,304.71802,0.77809733,583.09106,308.84714,0.7511625,583.1184,309.9135,0.7785307,581.9254,320.14972,0.6245953,586.2375,324.46176,0.7806068,613.1513,322.2832,0.68005085,618.3875,314.0122,0.72116405,603.5511,284.62964,0.43097556,664.96124,281.621,0.539363,604.64264,275.33102,0.48345643,642.95685,278.31885,0.3542584,713.8513,297.26263,0.59579885,717.01434,302.50366,0.6417796,760.62134,250.5215,0.6102413,765.94946,250.65456,0.7432976,804.34784,262.03854,0.69816256,806.3944,294.21658,0.6667658,1,mandown
02_78,586.4806,306.16138,0.7886847,581.321,310.24515,0.7642753,581.33966,311.29083,0.78294134,581.1997,321.42136,0.64299405,584.43756,324.6592,0.79971886,612.0482,323.51266,0.68019974,618.2615,311.23904,0.73114157,644.60345,290.3369,0.36993077,666.4199,278.26083,0.6184134,603.6526,276.08926,0.50091255,618.92316,276.98117,0.36576927,712.5996,297.73737,0.58106756,715.73627,302.92807,0.63653135,760.8569,252.53343,0.56715626,766.17664,249.63683,0.75168073,804.1221,262.9332,0.6964388,807.1954,295.7908,0.68859357,1,mandown
30_00,1247.9531,517.18317,0.9454947,1258.3398,508.18338,0.99264973,1238.9321,509.4544,0.97125375,1275.1547,513.3665,1.0061262,1228.6166,513.3556,0.9951742,1303.4559,571.3935,0.8741621,1209.1252,570.11707,0.8901398,1308.6782,642.52924,0.926775,1185.8992,633.4831,0.92757237,1280.264,695.5375,0.94574827,1162.6295,682.5891,0.9215461,1281.385,712.1675,0.7742945,1228.3966,712.16833,0.77512646,1285.2834,793.6112,0.7955283,1227.164,802.6976,0.8349793,1291.7719,841.4571,0.8218382,1228.5387,882.91003,0.9172814,0,stand
30_01,1288.6034,498.01703,0.93170667,1296.9111,490.83026,0.9756959,1280.342,488.72278,0.9341654,1307.1671,494.8884,0.9019676,1266.967,491.87524,0.9877455,1324.6747,550.6159,0.84906495,1235.8303,542.3433,0.8401864,1334.007,610.5638,0.8846054,1217.2676,592.98956,0.8709358,1333.0078,657.08136,0.91849166,1235.8522,612.6072,0.86208403,1296.7164,677.6033,0.7810364,1247.1298,673.46735,0.77699214,1295.7231,762.34674,0.82083833,1240.9548,744.76526,0.7998885,1295.7749,837.8053,0.872577,1237.9908,796.5487,0.93475604,0,stand
30_02,1321.6445,489.8855,0.98370326,1324.5878,483.02197,0.98486537,1314.7644,482.02457,0.9681336,1324.3223,483.7371,0.7193326,1291.2478,481.06345,0.9877056,1325.4341,526.03705,0.8504522,1259.6664,525.9743,0.7876925,1334.1642,572.0327,0.7545673,1268.5143,577.97174,0.80955976,1336.0791,587.67706,0.7081661,1319.5042,592.6767,0.8045154,1307.6423,640.6358,0.71076214,1267.4187,640.61957,0.69454896,1299.8595,705.42255,0.7732686,1257.6772,715.2159,0.75989175,1282.2814,760.4142,0.8472971,1242.0677,788.84735,0.84109163,0,stand
30_03,1436.1827,486.0547,0.94306296,1435.0177,479.06293,0.749328,1435.2314,480.24774,0.9629804,1400.1013,479.10782,0.794219,1425.508,485.09152,0.95104617,1374.8463,511.15033,0.78888774,1409.8041,528.6275,0.7854096,1351.4612,564.4857,0.71124923,1403.0422,585.9614,0.82170695,1338.7445,604.211,0.6194999,1404.9962,634.5303,0.83324033,1359.2255,634.40344,0.7064471,1387.3851,639.2557,0.70286274,1355.348,691.7083,0.7136191,1395.2206,703.4176,0.7691574,1306.8623,746.1641,0.78521633,1395.28,770.48615,0.8286427,0,stand
30_04,1485.2284,468.48325,0.92697215,1482.1838,463.6371,0.58473116,1483.4648,463.11652,0.96494627,1449.0767,467.46198,0.80649716,1475.3915,466.7533,0.998597,1429.2664,508.9049,0.8134148,1485.9766,514.27045,0.7742726,1411.289,557.5853,0.8516482,1495.0684,570.203,0.858332,1395.0262,591.7664,0.8029802,1507.6693,612.52966,0.8482144,1436.4042,618.73193,0.74496555,1468.7806,620.4817,0.6931788,1442.7114,683.58997,0.7467215,1484.1414,674.5762,0.7407467,1446.2832,754.72046,0.7153928,1445.4524,732.2708,0.7853562,0,stand
30_05,1542.4077,463.30154,0.9374089,1541.3423,457.25183,0.7026005,1540.7527,458.32367,0.9437581,1506.4791,459.77036,0.7290219,1529.0928,463.2779,0.91375184,1481.6177,498.0424,0.78873384,1543.0659,507.1563,0.76490635,1472.5342,542.95447,0.8428483,1553.1277,556.26105,0.8581246,1465.9293,575.3927,0.88361096,1558.9261,588.64197,0.8416998,1486.5508,596.0142,0.73754823,1520.6124,601.00116,0.74031216,1483.3022,648.4227,0.81178695,1510.6931,660.8609,0.7894279,1474.1991,696.6381,0.8463768,1500.826,720.7731,0.8909262,0,stand
30_06,1476.0757,452.5528,0.6024374,1476.8857,448.2197,0.6777697,1506.8065,448.75085,0.47422516,1479.361,452.16443,0.9488214,1507.9418,452.82513,0.8747972,1462.303,489.47708,0.7897811,1523.2455,490.90573,0.74897504,1454.2446,531.381,0.81359303,1535.8254,535.81415,0.8383472,1456.4705,559.3226,0.8351511,1542.4384,562.265,0.8386476,1479.1528,582.0051,0.7407614,1512.9469,581.2664,0.7367898,1483.6375,637.9213,0.8168516,1521.1046,635.7126,0.8123173,1487.3674,690.1441,0.87315476,1522.6074,691.58606,0.8456706,0,stand
08_56,662.6324,127.50967,0.9235158,666.73096,118.21525,0.90116656,662.54,120.205666,0.83112824,688.28534,118.1348,0.82072175,677.68634,119.89855,0.52401435,725.30066,164.42218,0.74775434,701.521,164.33781,0.66339207,741.72046,232.35353,0.68390787,718.8964,224.98288,0.5248725,729.3397,290.0284,0.6659137,712.634,272.2924,0.44382125,756.1425,284.89404,0.6827225,726.2097,287.9286,0.6265662,776.7506,354.95325,0.68624616,726.3199,357.0642,0.7367449,819.07446,418.9119,0.7706344,737.72064,430.27878,0.8049997,0,stand
08_57,499.558,181.90538,0.7428355,503.77267,169.42303,0.7832321,489.12854,175.65016,0.74898905,526.65076,163.08138,0.7029629,472.3055,179.69841,0.62298715,570.38153,215.16068,0.60409486,474.34973,236.00792,0.5800849,616.17194,290.1708,0.47769484,476.42233,313.21707,0.5655526,628.6986,348.61426,0.48160172,488.93002,348.68314,0.55046594,591.20013,354.94547,0.5514145,539.0503,373.75787,0.57971793,618.309,450.92947,0.52764714,568.184,467.59247,0.49362627,628.8121,515.6979,0.59511936,601.61145,521.89124,0.52707267,0,stand
08_58,408.56158,211.41988,0.4148532,410.54617,194.07985,0.46698797,389.24387,203.69693,0.4217488,423.97833,190.1198,0.37187734,362.2042,213.37405,0.43656838,474.2348,234.57893,0.38435206,342.84094,279.03918,0.39796415,532.2711,300.34506,0.44675827,354.406,367.90274,0.36822546,563.1901,371.8458,0.44634202,398.8451,423.93658,0.360643,518.6596,404.6138,0.3624981,450.9942,425.84167,0.33329612,547.6684,503.19122,0.3843228,495.41302,518.5721,0.30545607,570.8984,595.98987,0.42471907,526.32465,576.53815,0.29768038,0,stand
08_59,456.07272,301.2885,0.3198065,458.14285,281.34183,0.3884101,434.09674,287.31863,0.36062622,467.9891,283.18195,0.22699305,394.06488,299.32657,0.35936138,522.0996,337.29248,0.29621542,374.0728,381.4125,0.38259655,582.1517,423.3644,0.30237067,399.97885,485.3782,0.26875013,608.05676,495.30466,0.18756357,480.03076,543.41327,0.25946933,572.0858,525.3842,0.24414001,490.0081,539.37994,0.22916806,620.0498,653.4094,0.17142345,523.9605,657.3966,0.15559801,606.0929,739.52893,0.22520733,568.0604,753.53625,0.22182497,0,stand
08_60,704.8364,322.15656,0.9378378,698.8423,310.23343,0.8727493,688.4477,314.66138,0.8539231,685.1331,323.20483,0.50383544,643.9792,335.41208,0.8530557,723.83264,395.9962,0.66476583,612.70123,455.32397,0.70240605,750.372,502.57724,0.523561,623.0491,576.8408,0.67445624,774.08813,573.72546,0.52360034,667.53845,664.31555,0.6962184,749.0009,615.33966,0.6346992,706.027,636.1027,0.64615583,720.71326,711.56134,0.5098808,752.0503,747.34515,0.71961725,706.0678,781.4044,0.6869839,790.66614,843.7689,0.7968998,0,stand
08_61,1065.326,294.17615,0.8692734,1062.2681,285.356,0.69224393,1059.5793,285.54837,0.8846135,988.80194,295.44022,0.6928134,1042.2104,298.43045,0.8020085,970.0676,371.7804,0.6852852,1036.3243,403.4646,0.67794204,984.26263,485.37158,0.4750825,1040.5701,525.8334,0.6022284,1046.0795,542.8669,0.3495008,1056.5015,613.7908,0.68774265,1020.39685,569.0431,0.59623545,1079.5132,569.098,0.6511735,1029.1943,681.5582,0.7505822,1124.2572,667.1413,0.7389046,1007.66345,793.996,0.82754123,1158.9425,755.126,0.8516524,0,stand
08_62,1267.913,207.1954,0.74093294,1261.2751,194.15764,0.50299203,1266.7489,198.35156,0.8569579,1201.4851,200.92673,0.872162,1260.3975,208.63982,0.90536505,1165.6122,270.01233,0.8387224,1269.198,290.39935,0.7460375,1145.0592,351.85803,0.7655598,1303.7512,386.39175,0.73974085,1174.4304,413.22873,0.6971133,1310.1816,454.26132,0.7702763,1194.9324,443.9706,0.71937835,1260.191,450.35004,0.69892365,1214.2283,543.9054,0.81554735,1294.9004,526.0188,0.8487157,1234.7672,638.6833,0.87477994,1305.1602,613.0775,0.8686243,0,stand
12_14,93.67079,215.6699,0.10084616,92.715126,195.9814,0.13111857,92.70727,194.98761,0.123259395,92.66223,214.66136,0.078227036,83.812935,211.72768,0.10237722,107.45208,249.16998,0.07899027,84.81519,256.11124,0.11869483,342.1345,15.531406,0.10792898,146.84789,15.460711,0.037233293,342.12527,15.522207,0.098730505,342.06744,15.464384,0.040907055,342.10306,15.499991,0.07651432,144.87202,131.79752,0.03324499,190.24336,268.86118,0.051413864,112.3842,268.89117,0.08140993,165.61314,379.30457,0.06965159,156.7285,379.2934,0.058465026,0,stand
12_15,98.518074,190.92885,0.2162951,95.653175,183.21536,0.26054645,92.740524,184.18156,0.257039,73.26764,195.73961,0.17847961,84.991714,195.82709,0.2659579,96.49204,240.29778,0.12969509,89.75746,245.19978,0.18312833,143.94943,249.93623,0.07098767,107.09012,251.86557,0.060891658,145.86089,248.93852,0.042993084,67.34234,251.87616,0.07148237,145.8924,351.75998,0.074514925,141.04187,351.75803,0.07256457,217.61226,279.96182,0.03537059,108.039795,278.9976,0.04085057,251.67262,377.05374,0.15567708,251.63818,377.01932,0.12123549,0,stand
12_16,103.19754,190.08662,0.1965976,92.51672,183.2985,0.22067049,94.47026,183.30568,0.22786562,67.186844,195.92235,0.19327784,76.98764,195.01823,0.26234356,93.40359,248.41473,0.13436227,85.671646,251.38768,0.18780273,141.02216,250.29419,0.067487724,130.31258,252.23586,0.06280251,141.9583,250.25716,0.030455898,64.17292,254.21828,0.098872826,157.56459,145.1901,0.06599422,138.09761,145.18657,0.062462963,216.91544,272.66302,0.05333502,104.99322,272.6556,0.045926627,251.09602,375.93884,0.17290276,251.04039,376.85638,0.1172685,0,stand
12_17,113.45291,238.04485,0.15867187,107.57317,194.87466,0.16689327,104.656075,194.90155,0.19378066,79.034256,207.5515,0.08646994,81.10007,203.72932,0.18962596,93.77575,254.67677,0.10805149,90.90644,258.6768,0.18272704,153.61244,258.57785,0.08379231,141.82541,261.5107,0.07267907,161.43532,248.73682,0.056042474,151.61095,249.70703,0.04493645,340.0352,17.141876,0.054351352,143.76819,142.75021,0.052797858,180.0606,268.3434,0.03610176,108.43787,268.35757,0.050266027,163.39578,377.28848,0.053848222,157.48372,378.24573,0.02975449,0,stand
12_18,106.012825,193.47278,0.15633497,102.15854,184.78308,0.17036211,94.429146,185.75742,0.17760597,90.49637,195.36374,0.11314808,72.20891,198.35204,0.20019883,105.005005,252.42387,0.11558965,89.58478,260.21356,0.16863807,150.42943,251.42848,0.087282375,141.70422,256.2424,0.06579255,146.52084,248.48698,0.047018997,146.51776,249.45097,0.043937627,159.10823,144.05775,0.062367134,141.6907,145.01474,0.052282922,209.37373,271.6896,0.039732736,104.926636,270.72003,0.03722602,249.11084,372.35272,0.12659386,249.03343,375.17654,0.049176995,0,stand
12_19,110.132515,193.50992,0.22995155,105.31977,186.76337,0.25178105,101.46808,186.77931,0.2677374,73.324196,197.31198,0.16434532,83.09884,198.38438,0.26984924,104.23271,251.42639,0.13162985,89.78904,258.25482,0.19166124,142.85645,256.20816,0.07882411,136.07332,256.19345,0.06410405,141.84958,248.4329,0.038876303,67.39426,249.39684,0.03588201,153.47003,144.99066,0.05636555,137.99945,144.99069,0.05639051,206.61974,270.65884,0.0258281,106.081505,270.67963,0.04659376,248.30183,375.19034,0.13065356,249.2146,378.03693,0.07650593,0,stand
12_20,113.26949,192.9455,0.16929924,107.46519,185.20325,0.17877813,105.552414,185.22842,0.20394489,81.23805,195.79681,0.113708794,90.05243,198.7974,0.20740035,105.451065,251.98569,0.10259321,90.97748,258.8293,0.16348527,152.90894,250.02632,0.08116333,139.32127,251.9421,0.05900347,160.61896,249.01566,0.03945677,150.92729,249.01364,0.03745179,159.67337,19.394245,0.062840424,142.22632,145.35406,0.057164446,196.45535,269.3486,0.02413423,113.145546,269.3698,0.045347024,253.71048,377.9589,0.110306054,159.66136,378.86838,0.050820563,0,stand
30_42,1382.7341,421.0764,0.9297757,1383.9225,416.9284,0.93236214,1377.3898,416.918,0.921962,1384.2661,422.01547,0.6830153,1363.1833,421.68564,0.9461024,1392.1023,454.16208,0.81100476,1346.4148,451.7589,0.7796128,1398.0521,489.16595,0.8315891,1339.9525,487.98822,0.83975923,1401.6138,517.03796,0.8355485,1344.108,516.4542,0.8447629,1377.765,525.2077,0.7041693,1350.4866,524.01855,0.7009336,1374.8855,572.13495,0.78940666,1346.4294,565.6176,0.7943578,1374.952,617.2648,0.85601604,1344.1235,602.44556,0.86024666,0,stand
30_43,1415.6471,431.8196,0.92755413,1416.2659,426.67834,0.9063425,1410.508,427.32068,0.90867454,1416.6371,430.88977,0.637738,1395.1786,431.8315,0.9394455,1420.6453,460.49823,0.8058152,1378.3539,464.28732,0.75486386,1423.8151,494.3884,0.775566,1372.015,504.0291,0.8161687,1425.6996,518.6731,0.7399802,1384.8026,535.3769,0.8035679,1407.7153,536.52936,0.6760205,1382.7438,537.1582,0.66485125,1405.8591,580.75366,0.7398113,1384.7687,589.7437,0.7697011,1385.3735,617.2288,0.7345218,1385.5122,639.7678,0.87321556,0,stand
30_44,1458.3883,441.8688,0.9977039,1459.7355,437.16724,1.0006696,1453.7025,436.5108,1.0163214,1458.7316,440.8679,0.6688833,1436.9109,438.5373,1.026586,1464.2614,477.98523,0.8219945,1410.4435,473.22897,0.7702725,1473.0464,517.68585,0.87005156,1396.4075,513.6312,0.8478925,1479.7699,550.62036,0.87282455,1389.6901,548.5825,0.8511995,1446.0327,559.896,0.7393601,1413.7753,556.5379,0.74169433,1440.7397,615.0901,0.82316583,1400.3911,602.9686,0.7990985,1437.4688,664.24097,0.91242516,1392.3694,637.2878,0.84232587,0,stand
30_45,1486.8126,452.36362,0.95870924,1485.3794,446.93854,0.8562561,1482.1553,447.70636,0.958739,1478.3953,449.93423,0.5253376,1464.1951,451.03665,0.9623984,1483.3439,480.83057,0.8165989,1436.7103,487.42325,0.75600433,1487.9614,520.7106,0.77698517,1428.7692,535.3696,0.79881,1490.6218,551.3147,0.7760391,1427.4845,574.6698,0.84473455,1467.9113,575.8424,0.68661654,1443.3021,576.5157,0.6945574,1458.6117,625.0916,0.7016535,1438.7068,634.461,0.75649196,1444.0737,665.77576,0.8008348,1436.1343,691.1027,0.84531045,0,stand
30_46,1525.2466,456.43436,0.9458563,1522.6641,450.59625,0.8049087,1521.149,450.709,0.91765815,1509.3909,454.4145,0.5537312,1504.867,453.95996,0.9130984,1516.1685,491.30563,0.82033026,1479.5061,494.52322,0.7824117,1534.0414,527.0838,0.78786796,1479.5486,543.39856,0.82499325,1555.2291,514.08875,0.81483144,1483.6833,581.71625,0.8903866,1506.3461,588.91516,0.7644286,1485.1721,587.27435,0.7513302,1499.9087,645.9604,0.8380899,1486.8643,645.1242,0.8157913,1487.732,697.2663,0.86959946,1468.9669,697.22046,0.82378066,0,stand
30_47,1499.2781,455.15656,0.9190724,1498.3347,451.00647,0.77741647,1496.0437,451.1205,0.891457,1470.0127,455.55353,0.51437116,1481.5884,455.90567,0.8665205,1483.8118,486.98975,0.68482083,1467.0537,497.48904,0.76220345,1510.3741,479.07974,0.7916744,1468.67,549.6115,0.77509665,1505.5455,451.0022,0.7731247,1479.963,589.7653,0.84452057,1478.9703,588.7726,0.6535264,1462.1918,588.82935,0.7102841,1483.09,645.00183,0.7647917,1458.2423,648.21326,0.7693958,1484.752,699.5751,0.823322,1438.1663,702.694,0.73550093,0,stand
30_48,1442.0796,448.5588,0.9046854,1441.1423,444.52338,0.74190813,1438.1847,443.88937,0.8824581,1412.3152,449.0012,0.57253015,1422.7184,449.3354,0.9067238,1400.018,479.30307,0.6677051,1420.2052,490.9705,0.7171711,1438.6058,476.06635,0.52909917,1425.6503,542.11304,0.74063486,1438.5698,448.92172,0.49306786,1439.6454,580.893,0.79405665,1400.0367,581.55994,0.6864784,1418.6235,583.8816,0.68451244,1396.2423,637.4045,0.76476455,1429.5428,642.822,0.76054066,1376.943,691.68567,0.8287377,1435.8223,701.7695,0.84359884,0,stand
22_42,218.57304,50.42256,0.76675844,220.97952,46.983234,0.73748195,220.85399,46.85771,0.611959,226.29971,52.303436,0.6990365,242.26106,50.727394,0.5844424,232.59697,79.06096,0.6633408,238.31572,74.062416,0.5362966,232.57074,110.21231,0.637123,236.77556,106.62272,0.45757875,222.79628,135.02545,0.6056347,227.44391,129.44295,0.3817727,235.96745,138.94078,0.62377954,226.6421,137.89699,0.5542708,243.75354,176.93015,0.6154804,218.50552,169.21951,0.6992264,259.39114,211.56659,0.6643121,211.65076,198.90094,0.6645551,0,stand
22_43,170.84856,62.395416,0.7793577,176.03593,57.76224,0.76762235,167.42146,57.235306,0.8183657,185.35071,56.67876,0.8395053,163.95763,55.504494,0.8205985,199.6884,84.88078,0.73519945,157.5366,75.65676,0.7540552,208.93484,116.07907,0.738755,153.37782,106.736465,0.6390339,206.05214,140.92503,0.74445534,156.23108,132.11926,0.60390455,196.73735,146.62991,0.6725497,179.39641,145.46404,0.6620245,197.34904,187.67923,0.70656085,186.35727,177.8428,0.6907004,193.91458,228.72614,0.7381808,198.41579,200.29959,0.617947,0,stand
22_44,167.52876,99.82893,0.76325864,169.25102,93.672585,0.7972368,161.9019,95.32758,0.7639594,171.4095,91.32902,0.70468926,148.45735,94.26368,0.82556766,187.77977,116.14063,0.7550281,133.2221,118.98413,0.78474253,197.88116,143.12473,0.72680515,131.47493,147.06303,0.7258313,200.66524,165.60527,0.69710106,133.65941,168.94398,0.659293,181.56697,183.08617,0.73255956,155.11858,185.9011,0.73370254,188.3638,217.45805,0.7763014,156.30186,227.0401,0.7914899,191.79303,233.83067,0.82900083,158.56938,262.51022,0.80796087,0,stand
22_45,187.96753,127.9463,0.88560593,189.64342,123.0197,0.91087574,182.99216,123.52114,0.8621099,190.48448,122.760345,0.65151674,168.09639,124.58138,0.8219308,200.54373,141.07272,0.8070459,152.09763,155.90044,0.77917206,211.47725,167.41203,0.73641527,151.00652,191.67322,0.7884818,213.61462,190.45728,0.67296576,160.38123,215.90353,0.8096708,199.36214,215.81972,0.7258637,173.50856,219.12712,0.73202187,206.05823,255.52824,0.8194711,166.9362,249.96887,0.7621613,207.78105,290.8137,0.8916768,158.18726,267.07965,0.81652415,0,stand
