file_name,nose_x,nose_y,nose_score,left_eye_x,left_eye_y,left_eye_score,right_eye_x,right_eye_y,right_eye_score,left_ear_x,left_ear_y,left_ear_score,right_ear_x,right_ear_y,right_ear_score,left_shoulder_x,left_shoulder_y,left_shoulder_score,right_shoulder_x,right_shoulder_y,right_shoulder_score,left_elbow_x,left_elbow_y,left_elbow_score,right_elbow_x,right_elbow_y,right_elbow_score,left_wrist_x,left_wrist_y,left_wrist_score,right_wrist_x,right_wrist_y,right_wrist_score,left_hip_x,left_hip_y,left_hip_score,right_hip_x,right_hip_y,right_hip_score,left_knee_x,left_knee_y,left_knee_score,right_knee_x,right_knee_y,right_knee_score,left_ankle_x,left_ankle_y,left_ankle_score,right_ankle_x,right_ankle_y,right_ankle_score,class_no,class_name
08_65,202.42012,394.5424,0.1880652,194.82037,381.2333,0.20077991,192.92244,383.14157,0.2059449,177.63884,398.30777,0.14725125,183.4196,394.57297,0.21867213,217.53711,457.23715,0.08014948,194.75017,453.48138,0.13057032,346.9481,520.03925,0.07950812,325.99265,518.1149,0.058284957,327.91293,344.94885,0.07546692,320.29636,358.26648,0.07131769,232.73865,520.01654,0.05679933,181.35641,537.14636,0.05858759,204.17354,626.5724,0.038369272,215.62648,632.316,0.0726504,508.69604,794.0708,0.06288682,325.99594,795.9726,0.06159295,0,stand
08_66,805.5733,120.37307,0.9288558,809.3042,112.91727,0.9308538,804.539,111.88098,0.8267877,830.62494,114.66126,0.81040555,844.3254,110.64946,0.5274943,845.45795,169.57993,0.72781885,861.1931,154.55171,0.6151912,860.32135,237.5802,0.67567503,877.78546,224.28084,0.4274645,859.3521,294.40887,0.6386281,845.0665,271.73325,0.33643198,855.58405,281.31854,0.5994545,883.5342,273.8441,0.58279455,859.34,354.9914,0.6265461,900.3797,345.6909,0.64830256,877.13306,425.9212,0.70729756,964.66797,391.33466,0.6130779,0,stand
08_67,612.4378,144.8914,0.9859743,619.913,133.2259,1.017558,602.9,137.48035,1.01853,643.2474,128.91264,0.957775,596.3101,141.52417,0.8088505,677.0617,178.67755,0.744264,612.2661,184.0644,0.81427616,716.4235,241.4335,0.76133657,603.74365,240.4076,0.79879034,718.53217,306.28098,0.74319804,593.1226,291.46207,0.8114574,691.90027,298.7898,0.69559175,665.21265,299.74988,0.592305,677.0815,384.99127,0.7640243,713.17816,374.29962,0.70609206,688.80066,467.95633,0.78615856,756.87244,435.0078,0.8021618,0,stand
08_68,429.00104,178.90668,0.711904,432.80307,163.97179,0.7665832,412.18707,171.46123,0.7612358,447.6594,163.83852,0.63331527,391.4651,178.84471,0.6499373,484.94913,203.00192,0.44906074,383.88058,223.7238,0.56025624,537.4557,266.75067,0.49206203,380.09976,300.51196,0.526788,561.78906,326.6843,0.4673536,395.11887,351.13138,0.55634844,516.90906,328.64673,0.55608416,458.78415,345.46982,0.51587594,552.4261,424.12216,0.47291315,481.2161,448.4708,0.46343124,576.7897,495.32816,0.4783712,526.16833,519.6548,0.44691533,0,stand
08_69,391.96167,245.81882,0.53168523,392.0217,228.29483,0.5917155,372.43423,239.96786,0.54206777,397.83627,212.61783,0.54495955,341.21313,241.96101,0.5814317,454.3904,255.49553,0.43949795,323.53107,308.29144,0.48336312,528.70197,316.13058,0.5073948,327.37653,398.1032,0.42126885,567.85065,390.44733,0.58051085,397.7365,450.87918,0.44520152,512.97955,425.4501,0.41524738,438.72028,452.78732,0.39956677,553.9892,534.84204,0.39549273,485.61865,562.20667,0.40724823,542.18823,597.28467,0.31722367,518.837,636.45435,0.41132855,0,stand
18_15,319.02332,119.12473,0.7875825,317.72668,112.75287,0.7597984,313.28262,116.556076,0.75655556,313.10095,111.29915,0.5748879,286.6034,119.05963,0.7224793,328.46948,131.74297,0.71764696,257.43298,155.23322,0.73482,346.22882,164.72809,0.71356165,263.17316,206.01634,0.7653096,358.30307,195.20018,0.73408294,284.74048,240.90627,0.7627995,339.2368,221.17683,0.7000074,306.8709,230.68187,0.6889305,355.7586,273.2255,0.7272304,315.84982,266.9403,0.7861453,375.53738,319.01498,0.8393538,321.01187,293.03784,0.8729369,0,stand
18_16,418.63162,180.38652,0.70623267,419.2879,173.13663,0.7036787,413.34097,175.7547,0.6863606,409.16525,163.6728,0.46373135,390.24234,170.445,0.6474414,417.9207,181.6521,0.65413177,355.39163,215.31491,0.71567786,432.39224,215.23026,0.63103443,367.88602,269.31674,0.6919682,445.5269,240.22418,0.5887122,386.3041,306.84143,0.66229475,435.6859,277.16144,0.63044834,406.6963,290.99695,0.63016033,457.53415,318.77512,0.73672533,415.99954,334.5603,0.70954347,435.7642,351.0307,0.70874333,424.67166,370.2452,0.81665754,0,stand
18_17,600.92566,205.6168,0.7493907,603.35504,197.76035,0.6073133,601.5635,198.5402,0.74430615,569.20233,179.03635,0.52641356,589.2781,196.54062,0.67333186,547.33356,198.31097,0.51507527,552.56885,244.04686,0.6075063,554.89575,250.23088,0.36289123,542.22504,296.06094,0.54948986,581.21545,261.7647,0.32512188,547.9827,332.67618,0.52142847,547.3193,310.15527,0.50079876,564.71545,315.97992,0.5396277,539.0658,350.75955,0.6045467,580.25543,359.80597,0.6508415,517.96136,382.37012,0.7147274,594.4508,393.9302,0.703202,0,stand
18_18,700.56616,172.72476,0.6501709,701.05896,163.21538,0.47610855,701.9619,167.45242,0.7123019,669.3238,154.15172,0.7477522,697.3712,167.52937,0.78923804,636.5415,184.71616,0.63902676,685.9021,213.4057,0.65581214,627.04004,228.55937,0.47289324,681.1651,264.68057,0.5864566,648.87006,264.3924,0.29828387,688.2579,295.11166,0.34439445,639.9076,288.7703,0.67108554,673.85315,291.37585,0.6094194,639.276,332.81485,0.7062855,688.5618,330.75647,0.64834845,641.3626,368.24188,0.7925063,679.9984,368.2028,0.75342,0,stand
18_19,730.5433,134.26306,0.35646814,734.6598,126.475296,0.50487137,774.3183,131.08234,0.482476,739.057,128.22714,0.93402636,768.80615,134.16777,0.92250955,711.03754,162.3744,0.6911659,779.20764,176.31393,0.74237,688.6022,204.75119,0.741633,786.4498,223.89836,0.709699,674.03754,234.4969,0.72666407,786.43536,251.66057,0.69527346,705.10785,253.00165,0.713649,736.1299,262.19916,0.6522763,704.3121,294.5322,0.57923865,721.0,305.2679,0.73336804,708.2628,330.88892,0.5618045,707.11084,349.57742,0.7325435,0,stand
21_05,508.2924,52.91613,0.6234563,509.78705,50.62759,0.69941527,517.9975,51.744503,0.39762917,512.7542,55.959255,0.82917607,530.2407,56.89426,0.818381,503.16785,82.3133,0.70079875,533.45135,77.12929,0.71868616,492.7201,109.6976,0.6568694,529.8895,102.88729,0.4671643,481.85498,125.78781,0.6684532,516.0411,115.99417,0.33283383,496.9848,137.13445,0.6654787,516.3664,139.01872,0.6581573,483.83783,167.02141,0.75970536,511.72195,173.15213,0.7427193,482.3825,200.08781,0.72307783,512.58234,204.751,0.6572763,0,stand
