file_name,nose_x,nose_y,nose_score,left_eye_x,left_eye_y,left_eye_score,right_eye_x,right_eye_y,right_eye_score,left_ear_x,left_ear_y,left_ear_score,right_ear_x,right_ear_y,right_ear_score,left_shoulder_x,left_shoulder_y,left_shoulder_score,right_shoulder_x,right_shoulder_y,right_shoulder_score,left_elbow_x,left_elbow_y,left_elbow_score,right_elbow_x,right_elbow_y,right_elbow_score,left_wrist_x,left_wrist_y,left_wrist_score,right_wrist_x,right_wrist_y,right_wrist_score,left_hip_x,left_hip_y,left_hip_score,right_hip_x,right_hip_y,right_hip_score,left_knee_x,left_knee_y,left_knee_score,right_knee_x,right_knee_y,right_knee_score,left_ankle_x,left_ankle_y,left_ankle_score,right_ankle_x,right_ankle_y,right_ankle_score,class_no,class_name
08_81,849.7329,669.4384,0.57043016,843.83984,663.54535,0.5953363,837.9318,670.95276,0.605267,840.94684,651.7754,0.6612857,812.79504,659.13135,0.6198367,892.4517,608.5928,0.38395303,792.05615,620.63855,0.59383434,935.3485,580.47394,0.37547234,799.1615,632.1824,0.30172592,938.3271,626.3578,0.39506674,830.19495,661.7363,0.265791,951.7689,545.1121,0.5215056,913.2685,539.1605,0.48783737,1011.04297,520.05524,0.6158878,957.70667,506.66513,0.5412593,1067.3783,480.22366,0.7306316,997.78564,462.41315,0.6740104,1,mandown
08_82,177.01097,385.73044,0.19715613,175.19351,374.5839,0.24550983,154.62585,376.40607,0.2018712,193.76471,378.22852,0.15851316,162.0754,383.85562,0.18814164,229.15698,432.279,0.1001975,217.99127,430.44238,0.12942281,342.96506,508.77066,0.09325082,272.03854,508.7453,0.067911156,320.5691,340.84076,0.08715203,298.15326,523.6651,0.06114968,247.79831,542.34546,0.08334014,180.63113,544.2137,0.085683346,279.48563,626.2758,0.05172789,195.5623,671.094,0.09028864,518.39734,784.9572,0.13848363,315.01947,794.2828,0.13496542,1,mandown
08_83,190.87732,382.6194,0.18875477,190.90797,373.40878,0.21940185,172.39395,371.529,0.1878311,209.3046,380.71594,0.1335727,153.897,382.60397,0.17334434,235.14554,428.73584,0.099078484,213.0006,428.76984,0.13309012,344.1891,513.7522,0.09614759,220.32593,97.866234,0.0654244,327.54703,327.07153,0.08829537,301.64102,517.4103,0.05773554,288.72678,317.82324,0.0812109,181.53639,336.31354,0.089046285,419.94794,569.1803,0.07692813,218.50171,595.06836,0.089458935,510.59683,779.9652,0.16179508,312.75922,796.52405,0.086450145,1,mandown
08_84,194.86545,380.90866,0.1556691,189.32323,371.6545,0.18133062,187.46278,373.50598,0.17686155,187.39168,375.29086,0.10575921,168.89973,382.78238,0.17343599,230.04564,429.0806,0.072590545,215.25783,427.2845,0.13245496,333.97903,497.7507,0.072089195,267.17938,505.1895,0.08705291,282.0136,512.5999,0.07359903,285.72504,520.02325,0.073131986,230.06154,546.02216,0.08848788,179.97583,549.75934,0.11374901,280.1614,681.4962,0.07735981,263.47775,685.22815,0.09738158,322.87122,794.7326,0.10002965,319.17212,798.4574,0.11288984,1,mandown
08_85,847.60986,667.08057,0.58382845,841.4114,660.8821,0.5928651,836.7722,670.20996,0.60943234,838.33563,651.59875,0.6208856,813.4713,657.77234,0.58692753,884.6707,620.33923,0.39923495,791.73,620.512,0.5720391,931.1377,598.52295,0.30946457,783.7535,631.1582,0.3550013,937.32275,632.642,0.28693342,811.61865,669.88666,0.2861601,949.99304,544.4394,0.5421256,914.26746,538.1997,0.5099937,1009.00183,518.09406,0.5790043,959.2712,505.6088,0.5088279,1068.0543,480.92917,0.659492,991.986,460.72906,0.6339691,1,mandown
08_86,843.45795,661.75964,0.54716825,837.64087,658.8773,0.5996657,831.76373,666.20685,0.5921383,840.6278,657.4621,0.65182596,812.67834,654.45844,0.5829673,894.6575,620.51306,0.38777387,790.67017,620.71106,0.585756,928.35,602.8467,0.330145,796.2489,624.8224,0.29488647,940.0631,626.299,0.30405098,825.5363,646.7728,0.23431721,949.1054,544.3626,0.54201496,910.9177,536.9903,0.5066267,1009.306,517.98676,0.57927847,956.4125,506.18027,0.51200616,1071.0334,478.46368,0.67600495,991.75946,459.35297,0.6414521,1,mandown
08_87,851.8945,667.96094,0.6037284,847.44226,660.53546,0.61131835,840.01074,669.4568,0.6129173,841.5417,651.6617,0.6572028,814.73755,662.02295,0.61218107,888.84625,614.2291,0.39009404,792.41766,623.3503,0.5915369,931.9096,594.85455,0.34152666,792.1431,634.9687,0.31703776,940.8543,623.12524,0.3664893,821.87885,672.1375,0.32043108,949.949,544.5095,0.54148185,912.72424,539.99036,0.48214796,1012.45044,520.78723,0.60504955,955.9104,508.84564,0.5564287,1066.0908,480.77066,0.72718155,990.208,462.866,0.66188693,1,mandown
08_88,343.56616,377.89154,0.15777472,190.1271,366.82944,0.1899766,336.18893,364.96716,0.17675665,210.38928,368.6011,0.11258131,278.8235,370.46945,0.13189614,317.61255,436.9943,0.090866685,219.63675,431.47107,0.11479597,350.90567,100.47715,0.10108129,219.57938,100.433495,0.05742319,319.45795,329.74567,0.087225035,300.94012,340.81265,0.059899233,289.88306,316.81223,0.09714353,117.92182,340.85043,0.09768313,398.98593,568.29205,0.10599772,195.57391,581.21906,0.08963497,511.84418,779.15,0.17211322,230.69337,797.54553,0.07711166,1,mandown
08_89,188.36926,384.1878,0.19711404,188.4089,371.18668,0.2367619,173.46487,373.00934,0.19644508,206.95128,374.82538,0.14949185,154.81775,380.4437,0.17896108,296.3189,434.38553,0.094803005,216.242,436.27908,0.12539735,357.79114,518.2134,0.08923212,218.03232,520.0398,0.052733533,318.65253,328.17462,0.07287366,123.05068,529.3842,0.08229147,288.8682,339.37552,0.09597538,178.95715,343.1053,0.09982316,409.95007,568.50934,0.08513522,216.21194,618.8195,0.0953417,510.65555,779.1297,0.19056681,316.84723,790.24744,0.13051082,1,mandown
20_09,353.2898,184.87947,0.4413645,355.22263,182.73909,0.6285436,385.85623,180.78667,0.42180377,359.46906,188.14926,0.801687,383.89566,185.80884,0.78883,349.9828,217.64986,0.6257267,397.15448,215.36066,0.6641066,326.21902,213.67046,0.7195818,411.18643,204.3712,0.7306254,331.36017,195.53587,0.6236948,396.06003,177.02504,0.7334322,361.6618,281.11734,0.6669079,386.681,278.2057,0.66471606,364.58588,323.6101,0.6814839,369.48148,310.46704,0.34006828,367.49597,366.08893,0.6821332,362.95074,338.26797,0.21013474,0,stand
